dataset,mean_er_pct,mean_vr_all_pct,mean_vr_evading_pct,mean_dr_pct,mean_clf_tpr_pct,mean_combined_tpr_pct,mean_etr_pct,tpr_lift_pp
UNSW-NB15,22.010981695540067,62.22364677392471,67.2269982220379,67.2269982220379,77.98901830445993,96.69925880172944,3.300741198270534,18.71024049726953
CIC-IDS-2017,88.30223248639489,48.381635130005805,46.212601545157625,46.212601545157625,11.697767513605124,48.79389414403761,51.20610585596239,37.096126630432494
